Black Body Radiation Experiment Wed, Sep 23, 2020 11:48 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.01373
0.00000	-0.00842
0.00000	-0.01261
0.00000	-0.00955
0.00000	-0.01212
0.00000	-0.01180
0.00000	-0.01325
0.00000	-0.00955
0.00000	-0.01373
0.00000	-0.01019
0.00000	-0.00987
0.00000	-0.01293
0.00000	-0.01583
0.00000	-0.01551
0.00000	-0.00922
0.00000	-0.01277
0.00000	-0.00745
0.00000	-0.01486
0.00000	-0.00826
0.00000	-0.01390
0.00000	-0.00938
0.00000	-0.01212
0.00000	-0.01390
0.00000	-0.01486
0.00000	-0.01196
0.00000	-0.01293
0.00000	-0.01390
0.00000	-0.01196
0.00000	-0.00874
0.00000	-0.01132
0.00000	-0.00906
0.00000	-0.01164
0.00000	-0.01067
0.00000	-0.01196
0.00000	-0.01116
0.00000	-0.00745
0.00000	-0.00971
0.00000	-0.01567
0.00000	-0.01003
0.00000	-0.01228
0.00000	-0.01357
0.00000	-0.01357
0.00000	-0.01180
0.00000	-0.01470
0.00000	-0.01261
0.00000	-0.01051
0.00000	-0.01051
0.00000	-0.00890
0.00000	-0.01341
0.00000	-0.01808
0.00000	-0.00890
0.00000	-0.01067
0.00000	-0.01212
0.00000	-0.01100
0.00000	-0.01293
0.00000	-0.01164
0.00000	-0.01067
0.00000	-0.01148
0.00000	-0.01454
0.00000	-0.01019
0.00000	-0.01035
0.00000	-0.00938
0.00000	-0.00971
0.00000	-0.01615
0.00000	-0.01003
0.00000	-0.00810
0.00000	-0.01438
0.00000	-0.01454
0.00000	-0.01390
0.00000	-0.01132
0.00000	-0.01454
0.00000	-0.01502
0.00000	-0.01132
0.00000	-0.01019
0.00000	-0.01277
0.00000	-0.01035
0.00000	-0.01019
0.00000	-0.00987
0.00000	-0.01003
0.00000	-0.01454
0.00000	-0.00987
0.00000	-0.00761
0.00000	-0.01132
0.00000	-0.00761
0.00000	-0.01003
0.00000	-0.00922
0.00000	-0.01261
0.00000	-0.00842
0.00000	-0.01035
0.00000	-0.01164
0.00000	-0.01744
0.00000	-0.01212
0.00000	-0.01083
0.00000	-0.01373
0.00000	-0.01373
0.00000	-0.01148
0.00000	-0.01083
0.00000	-0.01067
0.00000	-0.01132
0.00000	-0.01228
0.00000	-0.01132
0.00000	-0.01196
0.00000	-0.00794
0.00000	-0.01116
0.00000	-0.01148
0.00000	-0.01390
0.00000	-0.00987
0.00000	-0.01067
0.00000	-0.01357
0.00000	-0.01341
0.00000	-0.00665
0.00000	-0.00810
0.00000	-0.01100
0.00000	-0.01438
0.00000	-0.01196
0.00000	-0.00745
0.00000	-0.00794
0.00000	-0.01486
0.00000	-0.00971
0.00000	-0.01148
0.00000	-0.01212
0.00000	-0.01003
0.00000	-0.01067
0.00000	-0.01100
0.00000	-0.01293
0.00000	-0.01164
0.00000	-0.01196
0.00000	-0.00922
0.00000	-0.01776
0.00000	-0.01180
0.00000	-0.01132
0.00000	-0.00874
0.00000	-0.01341
0.00000	-0.01373
0.00000	-0.01309
0.00000	-0.01486
0.00000	-0.01406
0.00000	-0.00987
0.00000	-0.00987
0.00000	-0.01019
0.00000	-0.01164
0.00000	-0.01341
0.00000	-0.01873
0.00000	-0.01309
0.00000	-0.01180
0.00000	-0.00971
0.00000	-0.01212
0.00000	-0.01228
0.00000	-0.01067
0.00000	-0.00826
0.00000	-0.01261
0.00000	-0.01245
0.00000	-0.00922
0.00000	-0.01116
0.00000	-0.01212
0.00000	-0.01341
0.00000	-0.01341
0.00000	-0.01067
0.00000	-0.01422
0.00000	-0.01567
0.00000	-0.01373
0.00000	-0.01035
0.00000	-0.01051
0.00000	-0.01067
0.00000	-0.01003
