Black Body Radiation Experiment Wed, Sep 23, 2020 2:44 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.03033
0.00000	-0.02807
0.00000	-0.02759
0.00000	-0.02856
0.00000	-0.02630
0.00000	-0.03129
0.00000	-0.03049
0.00000	-0.03436
0.00000	-0.03291
0.00000	-0.03129
0.00000	-0.03129
0.00000	-0.02839
0.00000	-0.02984
0.00000	-0.03210
0.00000	-0.03291
0.00000	-0.03274
0.00000	-0.02904
0.00000	-0.02952
0.00000	-0.02727
0.00000	-0.03113
0.00000	-0.02775
0.00000	-0.02711
0.00000	-0.02839
0.00000	-0.03017
0.00000	-0.02775
0.00000	-0.02888
0.00000	-0.02727
0.00000	-0.02582
0.00000	-0.03226
0.00000	-0.03033
0.00000	-0.03355
0.00000	-0.03081
0.00000	-0.03081
0.00000	-0.03049
0.00000	-0.02872
0.00000	-0.03210
0.00000	-0.02614
0.00000	-0.02791
0.00000	-0.02888
0.00000	-0.02904
0.00000	-0.03516
0.00000	-0.03226
0.00000	-0.02646
0.00000	-0.03178
0.00000	-0.02952
0.00000	-0.03033
0.00000	-0.03162
0.00000	-0.03274
0.00000	-0.02711
0.00000	-0.02598
0.00000	-0.03146
0.00000	-0.02807
0.00000	-0.02694
0.00000	-0.03146
0.00000	-0.03258
0.00000	-0.02872
0.00000	-0.02807
0.00000	-0.02872
0.00000	-0.02984
0.00000	-0.02984
0.00000	-0.02856
0.00000	-0.03001
0.00000	-0.03355
0.00000	-0.03194
0.00000	-0.02904
0.00000	-0.02598
0.00000	-0.02823
0.00000	-0.03017
0.00000	-0.02388
0.00000	-0.02711
0.00000	-0.03162
0.00000	-0.02678
0.00000	-0.02920
0.00000	-0.03162
0.00000	-0.02662
0.00000	-0.02952
0.00000	-0.02888
0.00000	-0.02743
0.00000	-0.02711
0.00000	-0.03162
0.00000	-0.02920
0.00000	-0.02662
0.00000	-0.02888
0.00000	-0.02759
0.00000	-0.02952
0.00000	-0.02485
0.00000	-0.02888
0.00000	-0.02598
0.00000	-0.02727
0.00000	-0.02775
0.00000	-0.02920
0.00000	-0.02888
0.00000	-0.03033
0.00000	-0.02904
0.00000	-0.03049
0.00000	-0.02549
0.00000	-0.02775
0.00000	-0.02984
0.00000	-0.03403
0.00000	-0.02904
0.00000	-0.02936
0.00000	-0.02694
0.00000	-0.02984
0.00000	-0.02904
0.00000	-0.02566
0.00000	-0.02469
0.00000	-0.02566
0.00000	-0.02743
0.00000	-0.02517
0.00000	-0.02823
0.00000	-0.03017
0.00000	-0.03291
0.00000	-0.02791
0.00000	-0.03081
0.00000	-0.03258
0.00000	-0.02968
0.00000	-0.02759
0.00000	-0.03017
0.00000	-0.02807
0.00000	-0.02743
0.00000	-0.02549
0.00000	-0.03049
0.00000	-0.03178
0.00000	-0.02775
0.00000	-0.02936
0.00000	-0.03194
0.00000	-0.02936
0.00000	-0.03081
0.00000	-0.02904
0.00000	-0.03113
0.00000	-0.03049
0.00000	-0.02872
0.00000	-0.02743
0.00000	-0.03436
0.00000	-0.03081
0.00000	-0.02936
0.00000	-0.02775
0.00000	-0.03033
0.00000	-0.02856
0.00000	-0.02759
0.00000	-0.03452
0.00000	-0.03033
0.00000	-0.03129
0.00000	-0.02920
0.01035	-0.03226
0.01035	-0.03162
0.01035	-0.02582
0.01035	-0.03162
0.01035	-0.02856
0.01035	-0.03129
0.01035	-0.02904
0.01035	-0.02678
0.01035	-0.02566
0.01035	-0.03049
0.01035	-0.03113
0.02070	-0.02227
0.02070	-0.02839
0.02070	-0.02856
0.02070	-0.02839
0.02070	-0.03017
0.02070	-0.03065
0.02070	-0.02904
0.02070	-0.03274
0.02070	-0.03436
0.02070	-0.02968
0.02070	-0.02807
0.02070	-0.02952
0.02070	-0.03017
0.03104	-0.02984
0.03104	-0.02807
0.04139	-0.03226
0.04139	-0.03113
0.04139	-0.03081
0.04139	-0.03001
0.04139	-0.03323
0.04139	-0.03097
0.04139	-0.03194
0.04139	-0.02984
0.04139	-0.02678
0.04139	-0.03291
0.04139	-0.03162
0.04139	-0.03258
0.04139	-0.03033
0.04139	-0.02984
0.04139	-0.02807
0.04139	-0.03162
0.04139	-0.02711
0.04139	-0.02920
0.04139	-0.03307
0.04139	-0.02984
0.04139	-0.02807
0.04139	-0.02904
0.04139	-0.03532
0.04139	-0.03065
0.04139	-0.03081
0.04139	-0.02823
0.04139	-0.02646
0.04139	-0.02920
0.04139	-0.03097
0.04139	-0.02727
0.04139	-0.02566
0.04139	-0.03001
0.04139	-0.03146
0.04139	-0.03387
0.03104	-0.02952
0.03104	-0.03307
0.03104	-0.02630
0.03104	-0.02984
0.03104	-0.02968
0.03104	-0.03049
0.03104	-0.03532
0.03104	-0.02904
0.03104	-0.02920
0.03104	-0.03017
0.03104	-0.02920
0.03104	-0.03210
0.03104	-0.03065
0.03104	-0.03081
0.03104	-0.02743
0.03104	-0.02920
0.03104	-0.02743
0.03104	-0.02968
0.03104	-0.02936
0.03104	-0.02984
0.03104	-0.02711
0.03104	-0.03033
0.03104	-0.03162
0.03104	-0.03081
0.03104	-0.02984
0.03104	-0.03033
0.03104	-0.03226
0.03104	-0.03001
0.03104	-0.03387
0.03104	-0.02662
0.03104	-0.02920
0.03104	-0.03258
0.03104	-0.02984
0.03104	-0.02936
0.03104	-0.03033
0.03104	-0.03178
0.03104	-0.03258
0.03104	-0.03226
0.03104	-0.03001
0.03104	-0.03065
0.03104	-0.03129
0.03104	-0.02968
0.04139	-0.03049
0.04139	-0.03001
0.04139	-0.03307
0.04139	-0.03162
0.04139	-0.02952
0.04139	-0.03097
0.04139	-0.03323
0.05174	-0.03049
0.07244	-0.02694
0.10348	-0.03162
0.13453	-0.03323
0.18627	-0.02791
0.23801	-0.03258
0.28975	-0.03033
0.33114	-0.03129
0.38288	-0.03419
0.43462	-0.03033
0.50706	-0.03355
0.57950	-0.02872
0.65194	-0.02872
0.73472	-0.03146
0.79681	-0.03178
0.85890	-0.02711
0.92099	-0.03274
0.99343	-0.03242
1.06586	-0.02968
1.14865	-0.02856
1.23144	-0.02807
1.30387	-0.02759
1.38666	-0.02807
1.46944	-0.02920
1.55223	-0.02872
1.64536	-0.02662
1.72815	-0.02743
1.82128	-0.02856
1.89372	-0.02807
1.96616	-0.03017
2.04894	-0.03403
2.13173	-0.02856
2.20417	-0.03129
2.28695	-0.03162
2.38009	-0.02936
2.48357	-0.02872
2.56635	-0.02453
2.64914	-0.02984
2.73192	-0.03049
2.80436	-0.02952
2.86645	-0.02743
2.93889	-0.03001
3.02167	-0.03049
3.09411	-0.03081
3.17690	-0.02823
3.24933	-0.02823
3.34247	-0.02807
3.38386	-0.03065
3.46665	-0.02791
3.52873	-0.03065
3.59082	-0.03323
3.66326	-0.02904
3.72535	-0.02888
3.78744	-0.03033
3.85988	-0.02920
3.93231	-0.03242
4.00475	-0.02888
4.08754	-0.02936
4.17032	-0.02920
4.26346	-0.02711
4.35659	-0.03323
4.46007	-0.02888
4.55321	-0.02856
4.64634	-0.03146
4.73947	-0.02936
4.83261	-0.02453
4.91539	-0.02775
5.00853	-0.02759
5.08096	-0.02775
5.15340	-0.02856
5.21549	-0.03065
5.26723	-0.02904
5.32932	-0.02936
5.38106	-0.02694
5.43280	-0.02775
5.48454	-0.02678
5.53628	-0.03387
5.58803	-0.02759
5.63977	-0.03258
5.69151	-0.02807
5.75360	-0.03081
5.81569	-0.02775
5.86743	-0.02646
5.92952	-0.03081
6.00195	-0.02984
6.06404	-0.02968
6.12613	-0.02598
6.17787	-0.03291
6.22961	-0.03162
6.28136	-0.03081
6.32275	-0.03194
6.38484	-0.03162
6.43658	-0.03226
6.48832	-0.03355
6.54006	-0.03033
6.59180	-0.02775
6.64354	-0.03194
6.69528	-0.03242
6.74702	-0.02678
6.78842	-0.02952
6.84016	-0.02920
6.89190	-0.02839
