Black Body Radiation Experiment Wed, Sep 23, 2020 11:50 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.01261
0.00000	-0.01116
0.00000	-0.00922
0.00000	-0.01261
0.00000	-0.00890
0.00000	-0.01180
0.00000	-0.01116
0.00000	-0.01196
0.00000	-0.00858
0.00000	-0.01567
0.00000	-0.01003
0.00000	-0.01245
0.00000	-0.01551
0.00000	-0.01051
0.00000	-0.01083
0.00000	-0.01212
0.00000	-0.01647
0.00000	-0.01309
0.00000	-0.00971
0.00000	-0.01132
0.00000	-0.01390
0.00000	-0.00987
0.00000	-0.01132
0.00000	-0.00987
0.00000	-0.01051
0.00000	-0.01067
0.00000	-0.01535
0.00000	-0.00874
0.00000	-0.01245
0.00000	-0.00922
0.00000	-0.01035
0.00000	-0.01228
0.00000	-0.01164
0.00000	-0.01051
0.00000	-0.01148
0.00000	-0.00987
0.00000	-0.01196
0.00000	-0.01180
0.00000	-0.01518
0.00000	-0.01357
0.00000	-0.01067
0.00000	-0.01051
0.00000	-0.01325
0.00000	-0.01228
0.00000	-0.01019
0.00000	-0.01438
0.00000	-0.01100
0.00000	-0.01051
0.00000	-0.01100
0.00000	-0.01228
0.00000	-0.01164
0.00000	-0.00987
0.00000	-0.01373
0.00000	-0.00874
0.00000	-0.01535
0.00000	-0.01083
0.00000	-0.00890
0.00000	-0.01277
0.00000	-0.01148
0.00000	-0.01116
0.00000	-0.01003
0.00000	-0.01212
0.00000	-0.01035
0.00000	-0.00777
0.00000	-0.01341
0.00000	-0.00906
0.00000	-0.01293
0.00000	-0.00938
0.00000	-0.00697
0.00000	-0.00810
0.00000	-0.01019
0.00000	-0.01325
0.00000	-0.01051
0.00000	-0.00906
0.00000	-0.00665
0.00000	-0.00938
0.00000	-0.00568
0.00000	-0.01196
0.00000	-0.01212
0.00000	-0.00858
0.00000	-0.00906
0.00000	-0.00842
0.00000	-0.00632
0.00000	-0.00906
0.00000	-0.01212
0.00000	-0.00649
0.00000	-0.00890
0.00000	-0.01083
0.00000	-0.00713
0.00000	-0.01212
0.00000	-0.01116
0.00000	-0.01180
0.00000	-0.01116
0.00000	-0.01148
0.00000	-0.00971
0.00000	-0.01325
0.00000	-0.01116
0.00000	-0.00810
0.00000	-0.00649
0.00000	-0.00810
0.00000	-0.00938
0.00000	-0.01035
0.00000	-0.00471
0.00000	-0.01164
0.00000	-0.00729
0.00000	-0.01003
0.00000	-0.00584
0.00000	-0.00761
0.00000	-0.00761
0.00000	-0.00955
0.00000	-0.00810
0.00000	-0.01148
0.00000	-0.00938
0.00000	-0.00874
0.00000	-0.01067
0.00000	-0.01422
0.00000	-0.00874
0.00000	-0.00987
0.00000	-0.00600
0.00000	-0.01067
0.00000	-0.01212
0.00000	-0.01035
0.00000	-0.00858
0.00000	-0.00938
0.00000	-0.01116
0.00000	-0.01196
0.00000	-0.00906
0.00000	-0.00971
0.00000	-0.01019
0.00000	-0.00810
0.00000	-0.00955
0.00000	-0.00777
0.00000	-0.01019
0.00000	-0.00552
0.00000	-0.01132
0.00000	-0.00697
0.00000	-0.00713
0.00000	-0.01357
0.00000	-0.00874
0.00000	-0.01035
0.00000	-0.00858
0.00000	-0.00987
0.00000	-0.00777
0.00000	-0.00761
0.00000	-0.00487
0.00000	-0.01019
0.00000	-0.00794
0.00000	-0.00761
0.00000	-0.00826
0.00000	-0.01180
0.00000	-0.01245
0.00000	-0.00794
0.00000	-0.01196
0.00000	-0.01148
0.00000	-0.01083
0.00000	-0.00777
0.00000	-0.00794
0.00000	-0.01035
0.00000	-0.00745
0.00000	-0.00810
0.00000	-0.00649
0.00000	-0.00842
0.00000	-0.01599
0.00000	-0.01051
0.00000	-0.00584
0.00000	-0.01148
0.00000	-0.00874
0.00000	-0.00810
0.00000	-0.00906
0.00000	-0.00536
0.00000	-0.00890
0.00000	-0.01406
0.00000	-0.01100
0.00000	-0.00890
0.00000	-0.00810
0.00000	-0.01422
0.00000	-0.00729
0.00000	-0.00777
0.00000	-0.01067
0.00000	-0.00826
0.00000	-0.00777
0.00000	-0.00906
0.00000	-0.01132
0.00000	-0.00906
0.00000	-0.00858
0.00000	-0.00906
0.00000	-0.01100
0.00000	-0.01067
0.00000	-0.00858
0.00000	-0.00632
0.00000	-0.01132
0.00000	-0.01309
0.00000	-0.00826
0.00000	-0.01003
0.00000	-0.00971
0.00000	-0.01245
0.00000	-0.01100
0.00000	-0.00826
0.00000	-0.01373
0.00000	-0.00955
0.00000	-0.00826
0.00000	-0.00826
0.00000	-0.01341
0.00000	-0.01003
0.00000	-0.01132
0.00000	-0.00938
0.00000	-0.00842
0.00000	-0.01551
0.00000	-0.01003
0.00000	-0.01067
0.00000	-0.01164
0.00000	-0.00649
0.00000	-0.00890
0.00000	-0.00906
0.00000	-0.00842
0.00000	-0.00729
0.00000	-0.00600
0.00000	-0.01277
0.00000	-0.01212
0.00000	-0.00987
0.00000	-0.01051
0.00000	-0.01100
0.00000	-0.01277
0.00000	-0.00810
0.00000	-0.01067
0.00000	-0.00987
0.00000	-0.01486
0.01035	-0.00665
0.02070	-0.00938
0.04139	-0.00681
0.06209	-0.01196
0.07244	-0.01116
0.09313	-0.01357
0.10348	-0.01083
0.11383	-0.01373
0.13453	-0.01164
0.15522	-0.01228
0.19662	-0.01051
0.24836	-0.00922
0.31045	-0.01245
0.36219	-0.01083
0.42428	-0.01309
0.47602	-0.01051
0.52776	-0.00971
0.57950	-0.01116
0.63124	-0.01067
0.67263	-0.01196
0.72437	-0.00955
0.78646	-0.01180
0.83820	-0.01132
0.88994	-0.01003
0.95203	-0.01293
1.00378	-0.01083
1.06586	-0.01019
1.11761	-0.01083
1.15900	-0.01293
1.21074	-0.01309
1.25213	-0.01180
1.31422	-0.01261
1.36596	-0.01341
1.40735	-0.00810
1.45910	-0.01261
1.51084	-0.01164
1.57293	-0.00906
1.62467	-0.01261
1.68676	-0.01309
1.73850	-0.01245
1.80059	-0.01067
1.86268	-0.01245
1.92476	-0.01180
1.99720	-0.01100
2.05929	-0.01390
2.12138	-0.00987
2.18347	-0.01422
2.25591	-0.01245
2.31800	-0.01245
2.40078	-0.01373
2.46287	-0.00761
2.51461	-0.00681
2.57670	-0.00665
2.61809	-0.01019
2.66983	-0.00826
2.71123	-0.01631
2.74227	-0.01599
2.77332	-0.01228
2.80436	-0.01148
2.83541	-0.00826
2.88715	-0.01100
2.94924	-0.00616
3.00098	-0.00536
3.04237	-0.00971
3.07341	-0.01100
3.11481	-0.00745
3.17690	-0.00955
3.24933	-0.01615
3.32177	-0.00890
3.39421	-0.01212
3.44595	-0.01035
3.50804	-0.01277
3.54943	-0.00842
3.59082	-0.01212
3.64257	-0.00826
3.70465	-0.01390
3.77709	-0.00922
3.82883	-0.01051
3.88057	-0.00745
3.92197	-0.01486
3.97371	-0.01390
4.04614	-0.00938
4.10823	-0.01245
4.17032	-0.01148
4.25311	-0.01196
4.32555	-0.01164
4.38764	-0.00826
4.43938	-0.01100
4.49112	-0.01035
4.55321	-0.01245
4.63599	-0.01293
4.69808	-0.01196
4.73947	-0.01341
4.80156	-0.01406
4.87400	-0.01100
4.95679	-0.01212
5.02922	-0.00826
5.09131	-0.01599
5.15340	-0.01357
5.23619	-0.01196
5.31897	-0.00890
5.40176	-0.01325
5.48454	-0.00890
5.57768	-0.01100
5.66046	-0.01100
5.76395	-0.01132
5.84673	-0.01100
5.97091	-0.01325
6.07439	-0.01100
6.16752	-0.01019
6.26066	-0.01003
6.34344	-0.01647
6.42623	-0.01583
6.50902	-0.01647
6.57110	-0.01212
6.66424	-0.00922
6.73668	-0.01277
6.80911	-0.00922
6.88155	-0.01003
6.95399	-0.01212
7.05747	-0.01502
7.15060	-0.00955
7.24374	-0.01567
7.32652	-0.01051
7.41966	-0.01518
7.50244	-0.00987
7.60592	-0.01373
7.70941	-0.01615
7.83358	-0.00987
7.93707	-0.01357
8.03020	-0.00922
8.13368	-0.01019
8.23716	-0.01502
8.34065	-0.01212
8.44413	-0.00938
8.55796	-0.01261
8.66144	-0.00971
8.77527	-0.00874
8.89945	-0.01373
9.01328	-0.01035
9.14781	-0.01180
9.27198	-0.01261
9.39616	-0.01019
9.52034	-0.01245
9.63417	-0.01261
9.73765	-0.01502
9.85148	-0.01390
9.95496	-0.01100
10.04810	-0.01180
10.13088	-0.01100
10.21367	-0.01454
10.30680	-0.01212
10.38959	-0.01309
10.47237	-0.01293
10.54481	-0.01245
10.64829	-0.01100
10.74143	-0.01454
10.84491	-0.01132
10.93804	-0.01422
11.03118	-0.01083
11.12431	-0.01019
11.19675	-0.00794
11.27953	-0.00777
11.37267	-0.01277
11.47615	-0.01051
11.56928	-0.01357
11.66242	-0.00971
11.73485	-0.00906
11.81764	-0.00858
11.90043	-0.00729
11.98321	-0.01019
12.06600	-0.00584
12.15913	-0.00568
12.24192	-0.00294
12.31435	-0.00632
12.43853	-0.00584
12.51097	-0.00439
12.59375	-0.00020
12.66619	0.00044
12.75933	0.00125
12.85246	0.00254
12.97664	0.00302
13.09047	0.00157
13.19395	0.00640
13.26639	0.00737
13.36987	0.01124
13.48370	0.01913
13.58718	0.01720
13.69066	0.02300
13.76310	0.02767
13.85623	0.03331
13.94937	0.04168
14.03215	0.04442
14.12529	0.05215
14.20807	0.06488
14.29086	0.06971
14.37364	0.07777
14.44608	0.08147
14.50817	0.09195
14.55991	0.09678
14.62200	0.10532
14.70479	0.11208
14.79792	0.11128
14.87036	0.12126
14.92210	0.12594
15.00488	0.13045
15.08767	0.13238
15.18080	0.13447
15.23254	0.13158
15.29463	0.13576
15.36707	0.13721
15.44986	0.12932
15.52229	0.12932
15.59473	0.12916
15.65682	0.13383
15.73961	0.12755
15.82239	0.12110
15.89483	0.11643
15.97761	0.10870
16.05005	0.10644
16.13284	0.10274
16.19493	0.09710
16.26736	0.09066
16.33980	0.08566
16.40189	0.07600
16.46398	0.07165
16.53642	0.06762
16.60885	0.06440
16.67094	0.05860
16.74338	0.05312
16.80547	0.04378
16.87791	0.04217
16.95035	0.03814
17.02278	0.03588
17.09522	0.03089
17.16766	0.02364
17.24009	0.01961
17.30218	0.01897
17.37462	0.01317
17.43671	0.01204
17.49880	0.01269
17.57124	0.00737
17.64367	0.00463
17.70576	0.00576
17.77820	0.00141
17.85064	-0.00310
17.92308	-0.00181
17.97482	-0.00439
18.04725	-0.00439
18.10934	-0.00504
18.16108	-0.00536
18.21283	-0.00858
18.27491	-0.00890
18.32666	-0.00810
18.37840	-0.00681
18.41979	-0.01180
18.47153	-0.01100
18.52327	-0.01148
18.58536	-0.00826
18.64745	-0.00681
18.70954	-0.01261
18.77163	-0.00874
18.83372	-0.01518
18.89581	-0.00987
18.95790	-0.00794
19.01998	-0.00938
19.07173	-0.01035
19.13381	-0.01196
19.19590	-0.00938
19.25799	-0.00971
19.32008	-0.01228
19.38217	-0.01438
19.44426	-0.01051
19.50635	-0.01212
19.55809	-0.01180
19.60983	-0.01422
19.66157	-0.01325
19.72366	-0.00810
19.77540	-0.00874
19.83749	-0.01261
19.87888	-0.00890
19.94097	-0.01148
19.99271	-0.00906
20.04446	-0.01228
20.10655	-0.00922
20.15829	-0.01277
