Black Body Radiation Experiment Wed, Sep 23, 2020 11:57 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.35333
0.00000	-0.34833
0.00000	-0.34753
0.00000	-0.33351
0.00000	-0.32594
0.00000	-0.33077
0.00000	-0.34463
0.00000	-0.35655
0.00000	-0.33561
0.00000	-0.34672
0.00000	-0.34785
0.00000	-0.33561
0.00000	-0.33722
0.00000	-0.34962
0.00000	-0.34801
0.00000	-0.32256
0.00000	-0.33754
0.00000	-0.34398
0.00000	-0.34431
0.00000	-0.34398
0.00000	-0.32143
0.00000	-0.35123
0.00000	-0.35961
0.00000	-0.34946
0.00000	-0.33561
0.00000	-0.33110
0.00000	-0.34656
0.00000	-0.34721
0.00000	-0.35139
0.00000	-0.33271
0.00000	-0.33980
0.00000	-0.36428
0.00000	-0.36654
0.00000	-0.35655
0.00000	-0.34721
0.00000	-0.34511
0.00000	-0.34721
0.00000	-0.36090
0.00000	-0.34576
0.00000	-0.33947
0.00000	-0.35172
0.00000	-0.35220
0.00000	-0.36009
0.00000	-0.34527
0.00000	-0.34076
0.00000	-0.36042
0.00000	-0.35880
0.00000	-0.33786
0.00000	-0.35945
0.00000	-0.36444
0.00000	-0.36573
0.00000	-0.35462
0.00000	-0.35607
0.00000	-0.37185
0.00000	-0.35413
0.00000	-0.35204
0.00000	-0.35188
0.00000	-0.36122
0.00000	-0.37282
0.00000	-0.36074
0.00000	-0.36042
0.00000	-0.34704
0.00000	-0.35880
0.00000	-0.36879
0.00000	-0.35929
0.00000	-0.36589
0.00000	-0.35977
0.00000	-0.35623
0.00000	-0.37411
0.00000	-0.36541
0.00000	-0.37040
0.00000	-0.35027
0.00000	-0.34608
0.00000	-0.37443
0.00000	-0.36203
0.00000	-0.35590
0.00000	-0.36895
0.00000	-0.36380
0.00000	-0.36976
0.00000	-0.37137
0.00000	-0.34640
0.00000	-0.34608
0.00000	-0.35768
0.00000	-0.37830
0.00000	-0.35172
0.00000	-0.35011
0.00000	-0.34624
0.00000	-0.36605
0.00000	-0.37798
0.00000	-0.35156
0.00000	-0.34382
0.00000	-0.36219
0.00000	-0.37508
0.00000	-0.35832
0.00000	-0.35252
0.00000	-0.36235
0.00000	-0.36090
0.00000	-0.35107
0.00000	-0.35268
0.00000	-0.35880
0.00000	-0.36235
0.00000	-0.36187
0.00000	-0.36702
0.00000	-0.35526
0.00000	-0.37395
0.00000	-0.35784
0.00000	-0.35284
0.00000	-0.35252
0.00000	-0.36009
0.00000	-0.35703
0.00000	-0.36686
0.00000	-0.35301
0.00000	-0.35735
0.00000	-0.37475
0.00000	-0.36573
0.00000	-0.34946
0.00000	-0.36477
0.00000	-0.35864
0.00000	-0.37024
0.00000	-0.36025
0.00000	-0.35429
0.00000	-0.35252
0.00000	-0.37508
0.00000	-0.37330
0.00000	-0.35752
0.00000	-0.34946
0.00000	-0.37330
0.00000	-0.37395
0.00000	-0.35719
0.00000	-0.35494
0.00000	-0.36960
0.00000	-0.37201
0.00000	-0.36154
0.00000	-0.36412
0.00000	-0.36992
0.00000	-0.36847
0.00000	-0.36960
0.00000	-0.35961
0.00000	-0.37346
0.00000	-0.36589
0.00000	-0.36895
0.00000	-0.36783
0.00000	-0.36187
0.00000	-0.37475
0.00000	-0.37121
0.00000	-0.37314
0.00000	-0.35945
0.00000	-0.36638
0.00000	-0.38168
0.00000	-0.36493
0.00000	-0.36654
0.00000	-0.37105
0.00000	-0.37669
0.00000	-0.38104
0.00000	-0.36750
0.00000	-0.35301
0.00000	-0.37282
0.00000	-0.36686
0.00000	-0.37314
0.00000	-0.36138
0.00000	-0.37475
0.00000	-0.38249
0.00000	-0.36847
0.00000	-0.38635
0.00000	-0.36911
0.01035	-0.36750
0.01035	-0.36992
0.01035	-0.35945
0.01035	-0.35671
0.01035	-0.37701
0.01035	-0.37943
0.01035	-0.36154
0.01035	-0.35333
0.01035	-0.37636
0.01035	-0.37379
0.01035	-0.38329
0.01035	-0.35494
0.01035	-0.36895
0.01035	-0.38603
0.01035	-0.37427
0.02070	-0.37282
0.02070	-0.37379
0.03104	-0.37040
0.04139	-0.38603
0.05174	-0.38716
0.07244	-0.37346
0.09313	-0.37040
0.12418	-0.37991
0.16557	-0.37830
0.21731	-0.37508
0.31045	-0.37636
0.42428	-0.37443
0.52776	-0.38651
0.62089	-0.36976
0.71403	-0.37701
0.79681	-0.37540
0.86925	-0.38297
0.93134	-0.37975
1.00378	-0.38152
1.05552	-0.36686
1.10726	-0.37878
1.15900	-0.37330
1.22109	-0.38152
1.29352	-0.37765
1.34527	-0.38458
1.39701	-0.38313
1.44875	-0.36380
1.50049	-0.38361
1.55223	-0.37959
1.61432	-0.38474
1.66606	-0.37878
1.71780	-0.37926
1.77989	-0.36460
1.84198	-0.37588
1.89372	-0.36799
1.94546	-0.37862
2.00755	-0.37653
2.04894	-0.38345
2.10068	-0.37814
2.15242	-0.37653
2.20417	-0.38249
2.24556	-0.37669
2.27660	-0.38120
2.30765	-0.36766
2.32834	-0.37218
2.34904	-0.37814
2.38009	-0.38071
2.42148	-0.38055
2.45252	-0.37975
2.48357	-0.38442
2.52496	-0.37733
2.55600	-0.37556
2.59740	-0.36460
2.63879	-0.37830
2.66983	-0.37749
2.71123	-0.37926
2.74227	-0.37169
2.77332	-0.36138
2.81471	-0.35413
2.84575	-0.36783
2.88715	-0.35478
2.92854	-0.36573
2.96993	-0.36734
3.01133	-0.35462
3.06307	-0.35590
3.12516	-0.36654
3.16655	-0.35558
3.21829	-0.36396
3.25968	-0.36718
3.31142	-0.35945
3.36316	-0.35510
3.41490	-0.37524
3.46665	-0.36541
3.52873	-0.37620
3.58048	-0.36235
3.63222	-0.36090
3.67361	-0.36412
3.71500	-0.35719
3.76674	-0.35494
3.80814	-0.35719
3.85988	-0.36315
3.92197	-0.35123
3.97371	-0.36299
4.02545	-0.35156
4.08754	-0.36509
4.13928	-0.35639
4.19102	-0.35993
4.23241	-0.35880
4.28415	-0.36686
4.33589	-0.37314
4.38764	-0.36766
4.43938	-0.37491
4.48077	-0.37669
4.53251	-0.37218
4.58425	-0.36879
4.62564	-0.36944
4.67738	-0.37620
4.72913	-0.36348
4.77052	-0.36783
4.81191	-0.35864
4.85330	-0.36138
4.90504	-0.36235
4.96713	-0.36944
5.00853	-0.36315
5.07062	-0.35301
5.12236	-0.36573
5.17410	-0.36074
5.22584	-0.35413
5.26723	-0.35735
5.31897	-0.36235
5.36037	-0.36509
5.42245	-0.36589
5.47420	-0.35687
5.53628	-0.35478
5.59837	-0.35542
5.66046	-0.36428
5.73290	-0.35429
5.79499	-0.35204
5.86743	-0.35864
5.95021	-0.36332
6.02265	-0.36283
6.09509	-0.36460
6.16752	-0.35091
6.22961	-0.35945
6.30205	-0.36235
6.37449	-0.36992
6.44693	-0.36235
6.52971	-0.36831
6.60215	-0.35397
6.68493	-0.36509
6.76772	-0.35462
6.85051	-0.35655
6.92294	-0.35752
6.98503	-0.35365
7.04712	-0.34962
7.09886	-0.35961
7.16095	-0.35075
7.22304	-0.36090
7.28513	-0.36042
7.34722	-0.35993
7.39896	-0.34914
7.46105	-0.35107
7.52314	-0.36219
7.57488	-0.35703
7.63697	-0.35220
7.69906	-0.35558
7.77150	-0.34253
7.83358	-0.35172
7.91637	-0.35123
7.99916	-0.34898
8.08194	-0.35107
8.16473	-0.34157
8.24751	-0.35284
8.34065	-0.33786
8.43378	-0.33528
8.51657	-0.34833
8.59935	-0.34946
8.68214	-0.33351
8.75457	-0.34624
8.83736	-0.34318
8.89945	-0.33383
8.96154	-0.34044
9.03398	-0.34769
9.08572	-0.33770
9.14781	-0.34060
9.22024	-0.33835
9.28233	-0.33657
9.36512	-0.32755
9.43755	-0.33883
9.50999	-0.33947
9.59278	-0.35252
9.66522	-0.34849
9.74800	-0.34930
9.83079	-0.35945
9.91357	-0.34269
10.01705	-0.34914
10.11019	-0.34334
10.20332	-0.34286
10.28611	-0.34318
10.35854	-0.33609
10.42063	-0.33818
10.49307	-0.33238
10.56551	-0.33335
10.63795	-0.34785
10.71038	-0.34125
10.80352	-0.33577
10.87595	-0.34125
10.95874	-0.32481
11.03118	-0.33383
11.12431	-0.34092
11.20710	-0.32820
11.28988	-0.34189
11.36232	-0.34737
11.43476	-0.35365
11.50719	-0.35252
11.57963	-0.34253
11.65207	-0.34495
11.72451	-0.34431
11.80729	-0.33593
11.89008	-0.34463
11.97286	-0.33238
12.04530	-0.32111
12.11774	-0.32095
12.19018	-0.31772
12.26261	-0.33287
12.35575	-0.33045
12.41784	-0.33093
12.47992	-0.32433
12.54201	-0.32433
12.60410	-0.33400
12.65584	-0.33561
12.71793	-0.32079
12.78002	-0.31789
12.83176	-0.32320
12.88350	-0.31064
12.94559	-0.30693
13.01803	-0.31950
13.09047	-0.31579
13.13186	-0.31708
13.18360	-0.30838
13.23534	-0.30935
13.28708	-0.30532
13.34917	-0.30210
13.40091	-0.29968
13.48370	-0.28244
13.56649	-0.27197
13.63892	-0.25329
13.72171	-0.24330
13.80449	-0.24668
13.89763	-0.21060
13.97006	-0.20979
14.05285	-0.18128
14.15633	-0.17934
14.23912	-0.14761
14.34260	-0.10798
14.47713	-0.08027
14.59096	-0.04869
14.71513	0.01720
14.79792	0.05183
14.89105	0.08260
14.98419	0.13947
15.08767	0.18989
15.17046	0.22453
15.25324	0.26980
15.34637	0.30089
15.43951	0.32473
15.51195	0.35566
15.56369	0.36291
15.64647	0.39497
15.69821	0.40560
15.79135	0.38708
15.87413	0.38820
15.94657	0.38128
16.00866	0.37548
16.08110	0.37741
16.16388	0.34020
16.23632	0.33005
16.30876	0.31974
16.37085	0.29670
16.43294	0.27141
16.50537	0.25353
16.56746	0.21567
16.63990	0.21067
16.70199	0.17829
16.77443	0.13947
16.83652	0.11611
16.90895	0.10226
16.97104	0.06520
17.03313	0.03218
17.09522	0.02138
17.14696	0.00302
17.19870	-0.03258
17.25044	-0.05739
17.31253	-0.06255
17.36427	-0.09863
17.42636	-0.11845
