Black Body Radiation Experiment Wed, Sep 23, 2020 2:35 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.10161
0.00000	0.09903
0.01035	0.10354
0.01035	0.10177
0.01035	0.10354
0.01035	0.10467
0.01035	0.10516
0.02070	0.10467
0.02070	0.10580
0.02070	0.10097
0.03104	0.10032
0.04139	0.10081
0.15522	0.10371
0.25870	0.10226
0.26905	0.10064
0.30010	0.10483
0.34149	0.10161
0.37254	0.10145
0.39323	0.10306
0.40358	0.10354
0.41393	0.10419
0.42428	0.10048
0.43462	0.10145
0.44497	0.10258
0.46567	0.10661
0.50706	0.10161
0.54845	0.10419
0.57950	0.10467
0.60020	0.10499
0.63124	0.10467
0.66228	0.10596
0.70368	0.10499
0.72437	0.10693
0.74507	0.10499
0.78646	0.10516
0.81751	0.10757
0.85890	0.10499
0.90029	0.10209
0.93134	0.10274
0.97273	0.10209
1.00378	0.10242
1.04517	0.10580
1.07621	0.10274
1.11761	0.10371
1.14865	0.10435
1.16935	0.10354
1.17969	0.10145
1.20039	0.10097
1.23144	0.10242
1.26248	0.10483
1.29352	0.10081
1.32457	0.10306
1.34527	0.10354
1.36596	0.10113
1.39701	0.10805
1.41770	0.10081
1.43840	0.10242
1.45910	0.10499
1.47979	0.10113
1.51084	0.10451
1.54188	0.10032
1.58327	0.10419
1.63501	0.10129
1.70745	0.09919
1.76954	0.10193
1.82128	0.09984
1.88337	0.10789
1.93511	0.10677
2.00755	0.10193
2.06964	0.10516
2.13173	0.10193
2.20417	0.10419
2.25591	0.10274
2.29730	0.10322
2.32834	0.10628
2.35939	0.10306
2.39043	0.10242
2.43183	0.10451
2.47322	0.10516
2.51461	0.10097
2.55600	0.10274
2.59740	0.10274
2.65949	0.10467
2.70088	0.10209
2.75262	0.10306
2.79401	0.10371
2.83541	0.10161
2.87680	0.10306
2.91819	0.10306
2.95958	0.10048
2.99063	0.10451
3.04237	0.10290
3.07341	0.10354
3.12516	0.10661
3.16655	0.10290
3.21829	0.10097
3.27003	0.10451
3.31142	0.10596
3.35282	0.10193
3.40456	0.10274
3.44595	0.10451
3.47699	0.10435
3.50804	0.10354
3.53908	0.10403
3.57013	0.10709
3.62187	0.10516
3.66326	0.10451
3.71500	0.10822
3.75640	0.10258
3.78744	0.10209
3.82883	0.10274
3.84953	0.09984
3.88057	0.10209
3.90127	0.10274
3.93231	0.10209
3.96336	0.10032
3.98406	0.09855
4.01510	0.10081
4.05649	0.10274
4.08754	0.10209
4.11858	0.10483
4.14963	0.10371
4.19102	0.10499
4.22206	0.10193
4.26346	0.10403
4.31520	0.10322
4.36694	0.10016
4.39798	0.10322
4.42903	0.10338
4.47042	0.10129
4.51181	0.10306
4.56355	0.10258
4.62564	0.10322
4.66704	0.10548
4.71878	0.09871
4.78087	0.10580
4.83261	0.10564
4.90504	0.10580
4.95679	0.10097
5.00853	0.10322
5.06027	0.10483
5.11201	0.10209
5.16375	0.10532
5.21549	0.10290
5.25688	0.10661
5.29828	0.10564
5.32932	0.10451
5.37071	0.10516
5.41211	0.10435
5.45350	0.10902
5.49489	0.10693
5.52594	0.10161
5.54663	0.10387
5.57768	0.10483
5.60872	0.10467
5.63977	0.10564
5.65012	0.10354
5.67081	0.10628
5.70186	0.10677
5.73290	0.10644
5.78464	0.10354
5.82603	0.10757
5.86743	0.10580
5.90882	0.10580
5.96056	0.10226
6.00195	0.11079
6.05369	0.10145
6.11578	0.10532
6.15718	0.10226
6.20892	0.10209
6.23996	0.10483
6.28136	0.10548
6.32275	0.10499
6.37449	0.10403
6.41588	0.10564
6.44693	0.10129
6.47797	0.10274
6.51936	0.10290
6.55041	0.09952
6.58145	0.10741
6.62285	0.10435
6.65389	0.10596
6.68493	0.10677
6.71598	0.10596
6.74702	0.10564
6.77807	0.10596
6.80911	0.10886
6.85051	0.10387
6.90225	0.10548
6.93329	0.10338
6.98503	0.10354
7.03677	0.10097
7.08851	0.10226
7.14026	0.09839
7.18165	0.10322
7.23339	0.10483
7.27478	0.10209
7.32652	0.10226
7.35757	0.10967
7.39896	0.10306
7.44035	0.10709
7.47140	0.10274
7.50244	0.10274
7.53349	0.10564
7.55418	0.10612
7.58523	0.10258
7.60592	0.10451
7.62662	0.10628
7.65767	0.10467
7.67836	0.10499
7.69906	0.10499
7.70941	0.10789
7.70941	0.10725
7.71975	0.10403
7.73010	0.10532
7.74045	0.10000
7.75080	0.10322
7.75080	0.10805
7.76115	0.10661
7.77150	0.10580
7.77150	0.10338
7.78184	0.10548
7.78184	0.10145
7.79219	0.10677
7.79219	0.10677
7.80254	0.10499
7.80254	0.10306
7.80254	0.10306
7.81289	0.10209
7.83358	0.10596
7.86463	0.10596
7.92672	0.10274
7.95776	0.10451
7.97846	0.10548
8.01985	0.10596
8.05090	0.10628
8.09229	0.10612
8.13368	0.10564
8.17507	0.10499
8.22682	0.10661
8.25786	0.10693
8.29925	0.10564
8.34065	0.10628
8.38204	0.10467
8.41308	0.10451
8.44413	0.10371
8.47517	0.10387
8.51657	0.10789
8.55796	0.10725
8.59935	0.10467
8.64074	0.10725
8.67179	0.10580
8.71318	0.11160
8.75457	0.10870
8.81666	0.10612
8.84771	0.10209
8.88910	0.10435
8.92015	0.10644
8.96154	0.10548
8.99258	0.10612
9.02363	0.10548
9.06502	0.10274
9.10641	0.10338
9.13746	0.10161
9.15815	0.10870
9.17885	0.10677
9.19955	0.10354
9.23059	0.10467
9.27198	0.10532
9.31338	0.10789
9.33407	0.10677
9.35477	0.10564
9.38581	0.10193
9.41686	0.10741
9.44790	0.10644
9.48930	0.10789
9.52034	0.10741
9.55139	0.10548
9.59278	0.10950
9.62382	0.10467
9.67556	0.10467
9.71696	0.10580
9.75835	0.10983
9.79974	0.10419
9.83079	0.10016
9.87218	0.10661
9.92392	0.10612
9.96531	0.10757
10.00671	0.10290
10.04810	0.10451
10.08949	0.10725
10.12054	0.10435
10.15158	0.10483
10.17228	0.10097
10.20332	0.10902
10.24471	0.10757
10.28611	0.10661
10.33785	0.10886
10.37924	0.10483
10.43098	0.10934
10.48272	0.10564
10.53446	0.10580
10.57586	0.10596
10.62760	0.10628
10.68969	0.10564
10.73108	0.10596
10.76212	0.10854
10.79317	0.10258
10.82421	0.10644
10.85526	0.10612
10.87595	0.10677
10.90700	0.10564
10.93804	0.11031
10.96909	0.10789
11.00013	0.10757
11.02083	0.10709
11.03118	0.10741
11.05187	0.11015
11.07257	0.10564
11.09327	0.10789
11.12431	0.10725
11.16570	0.10741
11.19675	0.10789
11.20710	0.10838
11.22779	0.10757
11.23814	0.10741
