Black Body Radiation Experiment Wed, Sep 23, 2020 2:50 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.02839
0.00000	-0.02582
0.00000	-0.02501
0.00000	-0.02856
0.00000	-0.02968
0.00000	-0.02549
0.00000	-0.02115
0.00000	-0.02646
0.00000	-0.03017
0.00000	-0.02807
0.00000	-0.02662
0.00000	-0.02243
0.00000	-0.02308
0.00000	-0.02646
0.00000	-0.02759
0.00000	-0.02549
0.00000	-0.02598
0.00000	-0.02936
0.00000	-0.02936
0.00000	-0.02646
0.00000	-0.02614
0.00000	-0.02823
0.00000	-0.02646
0.00000	-0.02872
0.00000	-0.03065
0.00000	-0.02678
0.00000	-0.02630
0.00000	-0.02276
0.00000	-0.03017
0.00000	-0.02469
0.00000	-0.02694
0.00000	-0.02872
0.00000	-0.02437
0.00000	-0.02614
0.00000	-0.02533
0.00000	-0.02662
0.00000	-0.02904
0.00000	-0.02421
0.00000	-0.02630
0.00000	-0.02582
0.00000	-0.02791
0.00000	-0.02888
0.00000	-0.02694
0.00000	-0.02582
0.00000	-0.02936
0.00000	-0.02292
0.00000	-0.02759
0.00000	-0.02469
0.00000	-0.02952
0.00000	-0.02485
0.00000	-0.02678
0.00000	-0.02807
0.00000	-0.02549
0.00000	-0.03017
0.00000	-0.02549
0.00000	-0.03210
0.00000	-0.02614
0.00000	-0.02630
0.00000	-0.02968
0.00000	-0.02582
0.00000	-0.02549
0.00000	-0.03258
0.00000	-0.02856
0.00000	-0.02711
0.00000	-0.02469
0.00000	-0.02839
0.00000	-0.02614
0.00000	-0.02727
0.00000	-0.02421
0.00000	-0.02453
0.00000	-0.02823
0.00000	-0.03081
0.00000	-0.02566
0.00000	-0.02501
0.00000	-0.02711
0.00000	-0.02759
0.00000	-0.02759
0.00000	-0.02388
0.00000	-0.02727
0.00000	-0.02984
0.00000	-0.02517
0.00000	-0.02839
0.00000	-0.02469
0.00000	-0.02694
0.00000	-0.03049
0.00000	-0.02646
0.00000	-0.02711
0.00000	-0.02823
0.00000	-0.02727
0.00000	-0.02646
0.00000	-0.02743
0.00000	-0.01986
0.00000	-0.02614
0.00000	-0.03097
0.00000	-0.02598
0.00000	-0.02533
0.00000	-0.02614
0.00000	-0.02791
0.00000	-0.02614
0.00000	-0.02791
0.00000	-0.02904
0.00000	-0.02533
0.00000	-0.03146
0.00000	-0.03113
0.00000	-0.02404
0.00000	-0.02485
0.00000	-0.02485
0.00000	-0.02630
0.00000	-0.02743
0.00000	-0.02872
0.00000	-0.02437
0.00000	-0.02678
0.00000	-0.02904
0.00000	-0.02727
0.00000	-0.02501
0.00000	-0.02582
0.00000	-0.03001
0.00000	-0.02678
0.00000	-0.02598
0.00000	-0.03065
0.00000	-0.02582
0.00000	-0.02727
0.00000	-0.02356
0.00000	-0.02372
0.00000	-0.02968
0.00000	-0.02952
0.00000	-0.02501
0.00000	-0.02566
0.00000	-0.02421
0.00000	-0.02549
0.00000	-0.02388
0.00000	-0.02791
0.01035	-0.02823
0.01035	-0.02791
0.01035	-0.02404
0.01035	-0.02791
0.01035	-0.02437
0.01035	-0.02968
0.01035	-0.03162
0.01035	-0.02582
0.01035	-0.02646
0.01035	-0.02727
0.02070	-0.02872
0.02070	-0.02533
0.03104	-0.02856
0.03104	-0.02421
0.02070	-0.02517
0.02070	-0.03049
0.02070	-0.03097
0.02070	-0.02694
0.02070	-0.02968
0.02070	-0.02453
0.02070	-0.02421
