Black Body Radiation Experiment Wed, Sep 23, 2020 12:03 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.21462
0.00000	-0.19690
0.00000	-0.20480
0.00000	-0.20576
0.00000	-0.21140
0.00000	-0.21704
0.00000	-0.20512
0.00000	-0.22348
0.00000	-0.19368
0.00000	-0.19835
0.00000	-0.20093
0.00000	-0.21833
0.00000	-0.21752
0.00000	-0.22091
0.00000	-0.20625
0.00000	-0.21350
0.00000	-0.20544
0.00000	-0.21607
0.00000	-0.22397
0.00000	-0.20077
0.00000	-0.20963
0.00000	-0.21639
0.00000	-0.21656
0.00000	-0.21124
0.00000	-0.21881
0.00000	-0.21768
0.00000	-0.21656
0.00000	-0.22091
0.00000	-0.21398
0.00000	-0.21188
0.00000	-0.21865
0.00000	-0.21156
0.00000	-0.20528
0.00000	-0.20931
0.00000	-0.22977
0.00000	-0.22558
0.00000	-0.21704
0.00000	-0.21591
0.00000	-0.22187
0.00000	-0.21704
0.00000	-0.19932
0.00000	-0.21333
0.00000	-0.22783
0.00000	-0.22316
0.00000	-0.21253
0.00000	-0.20786
0.00000	-0.22477
0.00000	-0.23009
0.00000	-0.21350
0.00000	-0.19690
0.00000	-0.21865
0.00000	-0.21801
0.00000	-0.20641
0.00000	-0.21156
0.00000	-0.21704
0.00000	-0.21849
0.00000	-0.20012
0.00000	-0.22606
0.00000	-0.22783
0.00000	-0.22622
0.00000	-0.21414
0.00000	-0.22010
0.00000	-0.20882
0.00000	-0.20641
0.00000	-0.21623
0.00000	-0.22091
0.00000	-0.20206
0.00000	-0.19368
0.00000	-0.20979
0.00000	-0.21108
0.00000	-0.20125
0.00000	-0.20029
0.00000	-0.20850
0.00000	-0.20045
0.00000	-0.19320
0.00000	-0.21897
0.00000	-0.20705
0.00000	-0.20190
0.00000	-0.19739
0.00000	-0.20770
0.00000	-0.20947
0.00000	-0.21704
0.00000	-0.19320
0.00000	-0.19706
0.00000	-0.21253
0.00000	-0.21752
0.00000	-0.19658
0.00000	-0.20061
0.00000	-0.21205
0.00000	-0.20737
0.00000	-0.20238
0.00000	-0.20608
0.00000	-0.22590
0.00000	-0.19336
0.00000	-0.19932
0.00000	-0.21301
0.00000	-0.20512
0.00000	-0.19191
0.00000	-0.20560
0.00000	-0.21704
0.00000	-0.22671
0.00000	-0.22058
0.00000	-0.21591
0.00000	-0.20915
0.00000	-0.22880
0.00000	-0.20866
0.00000	-0.21543
0.00000	-0.22316
0.00000	-0.21511
0.00000	-0.20737
0.00000	-0.22348
0.00000	-0.21559
0.00000	-0.21494
0.00000	-0.20931
0.00000	-0.22107
0.00000	-0.22332
0.00000	-0.21462
0.00000	-0.21672
0.00000	-0.22316
0.00000	-0.22091
0.00000	-0.21285
0.00000	-0.22316
0.00000	-0.22590
0.00000	-0.21688
0.00000	-0.20705
