Black Body Radiation Experiment Wed, Sep 23, 2020 2:34 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07149
0.00000	0.06826
0.00000	0.06810
0.00000	0.07004
0.00000	0.07213
0.01035	0.07245
0.02070	0.06681
0.04139	0.06971
0.06209	0.07342
0.08279	0.07149
0.11383	0.06585
0.14487	0.06649
0.20696	0.06875
0.25870	0.07004
0.30010	0.07487
0.33114	0.07358
0.35184	0.07020
0.36219	0.07261
0.38288	0.07004
0.40358	0.06923
0.42428	0.07326
0.45532	0.07181
0.46567	0.07132
0.48637	0.07052
0.49671	0.07310
0.51741	0.06907
0.55880	0.07084
0.58985	0.07084
0.60020	0.06778
0.62089	0.07326
0.64159	0.06681
0.69333	0.07261
0.74507	0.07390
0.80716	0.06971
0.85890	0.07068
0.88994	0.07132
0.92099	0.06665
0.95203	0.07084
0.98308	0.07197
1.02447	0.06633
1.06586	0.06891
1.11761	0.06859
1.17969	0.07068
1.23144	0.07020
1.27283	0.07020
1.31422	0.07132
1.35561	0.06891
1.42805	0.06875
1.51084	0.06746
1.58327	0.07084
1.64536	0.07149
1.71780	0.07036
1.80059	0.07277
1.88337	0.07294
1.96616	0.07149
2.02825	0.07310
2.07999	0.07229
2.13173	0.06794
2.16277	0.06601
2.21451	0.07229
2.26625	0.06859
2.31800	0.07068
2.36974	0.07052
2.42148	0.07181
2.48357	0.07181
2.55600	0.07068
2.59740	0.07229
2.66983	0.07294
2.74227	0.07310
2.82506	0.07584
2.89749	0.07084
2.98028	0.07439
3.05272	0.07261
3.11481	0.07406
3.17690	0.07036
3.23899	0.07229
3.30107	0.07487
3.34247	0.07374
3.38386	0.07648
3.42525	0.07342
3.51839	0.07535
3.58048	0.07100
3.64257	0.07342
3.70465	0.07020
3.76674	0.06923
3.82883	0.07374
3.91162	0.07116
3.98406	0.06826
4.05649	0.06923
4.11858	0.07100
4.19102	0.06923
4.26346	0.07358
4.33589	0.07326
4.39798	0.07036
4.46007	0.07197
4.53251	0.06923
4.61530	0.07374
4.68773	0.07535
4.77052	0.07374
4.85330	0.07229
4.92574	0.07181
4.98783	0.07439
5.04992	0.07068
5.11201	0.07052
5.17410	0.07149
5.22584	0.07422
5.27758	0.06987
5.31897	0.07116
