Black Body Radiation Experiment Wed, Sep 23, 2020 12:53 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.01027
0.00000	0.00479
0.00000	0.00946
0.00000	0.00995
0.00000	0.00817
0.00000	0.01011
0.00000	0.00995
0.00000	0.00946
0.00000	0.00995
0.00000	0.00640
0.00000	0.01075
0.00000	0.01236
0.00000	0.01269
0.00000	0.01140
0.00000	0.01172
0.00000	0.01156
0.00000	0.01172
0.00000	0.01043
0.00000	0.00785
0.00000	0.01204
0.00000	0.01140
0.00000	0.00753
0.00000	0.00785
0.00000	0.01027
0.00000	0.00689
0.00000	0.00930
0.00000	0.01236
0.00000	0.01462
0.00000	0.01027
0.00000	0.00914
0.00000	0.00962
0.00000	0.00882
0.00000	0.01091
0.00000	0.01140
0.00000	0.00737
0.00000	0.00898
0.00000	0.01027
0.00000	0.01011
0.00000	0.00866
0.00000	0.00576
0.00000	0.00834
0.00000	0.00817
0.00000	0.00592
0.00000	0.01124
0.00000	0.00946
0.00000	0.00753
0.00000	0.00914
0.00000	0.01059
0.00000	0.01172
0.00000	0.01091
0.00000	0.00817
0.00000	0.00914
0.00000	0.00866
0.00000	0.00495
0.00000	0.00834
0.00000	0.01011
0.00000	0.01059
0.00000	0.01188
0.00000	0.00979
0.00000	0.00914
0.00000	0.00898
0.00000	0.00930
0.00000	0.00672
0.00000	0.00882
0.00000	0.00866
0.00000	0.00850
0.00000	0.01043
0.00000	0.01204
0.00000	0.01188
0.00000	0.01220
0.00000	0.00656
0.00000	0.00946
0.00000	0.01091
0.00000	0.00898
0.00000	0.01140
0.00000	0.01156
0.00000	0.01526
0.00000	0.01091
0.00000	0.00721
0.00000	0.00801
0.00000	0.01172
0.00000	0.01381
0.00000	0.00979
0.00000	0.00753
0.00000	0.01188
0.00000	0.01043
0.00000	0.01285
0.00000	0.00898
0.00000	0.00785
0.00000	0.00930
0.00000	0.00995
0.00000	0.01204
0.00000	0.01156
0.00000	0.01027
0.00000	0.01107
0.00000	0.01301
0.00000	0.01172
0.00000	0.01220
0.00000	0.01124
0.00000	0.01091
0.00000	0.00882
0.00000	0.00930
0.00000	0.01220
0.00000	0.01011
0.00000	0.01027
0.00000	0.01091
0.00000	0.00995
0.00000	0.01301
0.00000	0.00785
0.00000	0.01075
0.00000	0.01156
0.00000	0.01204
0.00000	0.00527
0.00000	0.00914
0.00000	0.00914
0.00000	0.00753
0.00000	0.01124
0.00000	0.00656
0.00000	0.01236
0.00000	0.01011
0.00000	0.01156
0.00000	0.01011
0.00000	0.00914
0.00000	0.01188
0.00000	0.00882
0.00000	0.00753
0.00000	0.01188
0.00000	0.01236
0.00000	0.00882
0.00000	0.00721
0.00000	0.00544
0.00000	0.00753
0.00000	0.00479
0.00000	0.00882
0.00000	0.00979
0.00000	0.01107
0.00000	0.00544
0.00000	0.01091
0.00000	0.01365
0.00000	0.01156
0.00000	0.00721
0.00000	0.00705
0.00000	0.00979
0.00000	0.01188
0.00000	0.01075
0.00000	0.01172
0.00000	0.00834
0.00000	0.00882
0.00000	0.00608
0.00000	0.01349
0.00000	0.01220
0.00000	0.00850
0.00000	0.01011
0.00000	0.00705
0.00000	0.01059
0.00000	0.01269
0.00000	0.01107
0.00000	0.01204
0.00000	0.00608
0.00000	0.00962
0.00000	0.01188
0.00000	0.01124
0.00000	0.01204
0.00000	0.01027
0.00000	0.01220
0.00000	0.01156
0.00000	0.00753
0.00000	0.00737
0.00000	0.00624
0.00000	0.00608
0.00000	0.00672
0.00000	0.00995
0.00000	0.01011
0.00000	0.01027
0.00000	0.01252
0.00000	0.00834
0.00000	0.00898
0.00000	0.00930
0.00000	0.00415
0.00000	0.01091
0.00000	0.01236
0.00000	0.00753
0.00000	0.01043
0.00000	0.00914
0.00000	0.01091
0.00000	0.00785
0.00000	0.00753
0.00000	0.00737
0.00000	0.00753
0.00000	0.00914
0.00000	0.00866
0.00000	0.01317
0.00000	0.00979
0.00000	0.00801
0.00000	0.01107
0.00000	0.01317
0.00000	0.00866
0.00000	0.00882
0.00000	0.01027
0.00000	0.01220
0.00000	0.01188
0.00000	0.01220
-0.01035	0.00866
-0.01035	0.01204
-0.01035	0.01059
-0.01035	0.00866
-0.01035	0.00834
-0.01035	0.00511
-0.01035	0.01333
-0.01035	0.01172
-0.01035	0.01188
