Black Body Radiation Experiment Wed, Sep 23, 2020 11:24 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.02904
0.00000	-0.02888
0.00000	-0.03001
0.00000	-0.03226
0.00000	-0.02791
0.00000	-0.02920
0.00000	-0.02872
0.00000	-0.02968
0.00000	-0.03210
0.00000	-0.03242
0.00000	-0.02920
0.00000	-0.03146
0.00000	-0.03081
0.00000	-0.03097
0.00000	-0.02598
0.00000	-0.02823
0.00000	-0.02743
0.00000	-0.02823
0.00000	-0.03387
0.00000	-0.03500
0.00000	-0.02888
0.00000	-0.03146
0.00000	-0.02904
0.00000	-0.02856
0.00000	-0.03129
0.00000	-0.03436
0.00000	-0.03113
0.00000	-0.03500
0.00000	-0.03355
0.00000	-0.03001
0.00000	-0.03468
0.00000	-0.03355
0.00000	-0.03339
0.00000	-0.02872
0.00000	-0.03291
0.00000	-0.03403
0.00000	-0.02952
0.00000	-0.03001
0.00000	-0.03001
0.00000	-0.03113
0.00000	-0.02968
0.00000	-0.02775
0.00000	-0.03162
0.00000	-0.03146
0.00000	-0.03403
0.00000	-0.03033
0.00000	-0.03307
0.00000	-0.03371
0.00000	-0.03162
0.00000	-0.03291
0.00000	-0.02743
0.00000	-0.03210
0.00000	-0.03242
0.00000	-0.03178
0.00000	-0.03113
0.00000	-0.03274
0.00000	-0.03419
0.00000	-0.03178
0.00000	-0.03178
0.00000	-0.03580
0.00000	-0.02630
0.00000	-0.02952
0.00000	-0.03081
0.00000	-0.03226
0.00000	-0.03226
0.00000	-0.03210
0.00000	-0.03194
0.00000	-0.03065
0.00000	-0.02936
0.00000	-0.03049
0.00000	-0.02839
0.00000	-0.03226
0.00000	-0.03113
0.00000	-0.03113
0.00000	-0.03307
0.00000	-0.03371
0.00000	-0.02839
0.00000	-0.03065
0.00000	-0.02968
0.00000	-0.03178
0.00000	-0.03162
0.00000	-0.03001
0.00000	-0.03291
0.00000	-0.02807
0.00000	-0.03532
0.00000	-0.03516
0.00000	-0.02984
0.00000	-0.03307
0.00000	-0.03629
0.00000	-0.03033
0.00000	-0.03049
0.00000	-0.03436
0.00000	-0.03129
0.00000	-0.03049
0.00000	-0.03291
0.00000	-0.03210
0.00000	-0.03564
0.00000	-0.02872
0.00000	-0.02904
0.00000	-0.03484
0.00000	-0.03097
0.00000	-0.02968
0.00000	-0.03452
0.00000	-0.03323
0.00000	-0.03387
0.00000	-0.03436
0.00000	-0.03065
0.00000	-0.03500
0.00000	-0.03001
0.00000	-0.03162
0.00000	-0.02904
0.00000	-0.03339
0.00000	-0.03291
0.00000	-0.03387
0.00000	-0.03355
0.00000	-0.02872
0.00000	-0.03097
0.00000	-0.03613
0.00000	-0.03387
0.00000	-0.03307
0.00000	-0.03468
0.00000	-0.02968
0.00000	-0.03419
0.00000	-0.03258
0.00000	-0.03033
0.00000	-0.03242
0.00000	-0.03097
0.00000	-0.03258
0.00000	-0.03548
0.00000	-0.03307
0.00000	-0.03339
0.00000	-0.03129
0.00000	-0.02904
0.00000	-0.03033
0.00000	-0.03081
0.00000	-0.03371
0.00000	-0.03403
0.00000	-0.03500
0.00000	-0.03548
0.00000	-0.03484
0.00000	-0.03017
0.00000	-0.02904
0.00000	-0.03258
0.00000	-0.03387
0.00000	-0.03081
0.00000	-0.03242
0.00000	-0.03146
0.00000	-0.03597
0.00000	-0.03049
0.00000	-0.03419
0.00000	-0.03452
0.00000	-0.03339
0.00000	-0.02694
0.00000	-0.03065
0.00000	-0.03242
0.00000	-0.03162
