Black Body Radiation Experiment Wed, Sep 23, 2020 12:38 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.00568
0.00000	-0.00745
0.00000	-0.00600
0.00000	-0.00713
0.00000	-0.00761
0.00000	-0.00745
0.00000	-0.00584
0.00000	-0.00568
0.00000	-0.00359
0.00000	-0.00826
0.00000	-0.00584
0.00000	-0.00407
0.00000	-0.00890
0.00000	-0.00890
0.00000	-0.00536
0.00000	-0.00842
0.00000	-0.00133
0.00000	-0.00310
0.00000	-0.00359
0.00000	-0.00761
0.00000	-0.00455
0.00000	-0.00342
0.00000	-0.00471
0.00000	-0.00745
0.00000	-0.00794
0.00000	-0.00036
0.00000	-0.00600
0.00000	-0.00294
0.00000	-0.00423
0.00000	-0.00568
0.00000	-0.00310
0.00000	-0.00584
0.00000	-0.00375
0.00000	-0.00777
0.00000	-0.00391
0.00000	-0.00713
0.00000	-0.00085
0.00000	-0.00407
0.00000	-0.00423
0.00000	-0.00487
0.00000	-0.00600
0.00000	-0.00504
0.00000	-0.00391
0.00000	-0.00906
0.00000	-0.00568
0.00000	-0.00649
0.00000	-0.00520
0.00000	-0.01164
0.00000	-0.00761
0.00000	-0.01035
0.00000	-0.00794
0.00000	-0.00552
0.00000	-0.00681
0.00000	-0.00584
0.00000	-0.00632
0.00000	-0.00471
0.00000	-0.00359
0.00000	-0.00471
0.00000	-0.00230
0.00000	-0.00342
0.00000	-0.01100
0.00000	-0.00826
0.00000	-0.00487
0.00000	-0.00568
0.00000	-0.00423
0.00000	-0.00359
0.00000	-0.00697
0.00000	-0.00729
0.00000	-0.00423
0.00000	-0.00938
0.00000	-0.00326
0.00000	-0.00600
0.00000	-0.00552
0.00000	-0.00729
0.00000	-0.00375
0.00000	-0.00794
0.00000	-0.00761
0.00000	-0.00504
0.00000	-0.00278
0.00000	-0.00552
0.00000	-0.00487
0.00000	-0.00504
0.00000	-0.00761
0.00000	-0.00729
0.00000	-0.00487
0.00000	-0.00359
0.00000	-0.00504
0.00000	-0.00665
0.00000	-0.00697
0.00000	-0.00520
0.00000	-0.00552
0.00000	-0.00407
0.00000	-0.00439
0.00000	-0.00729
0.00000	-0.00520
0.00000	-0.00761
0.00000	-0.00971
0.00000	-0.00665
0.00000	-0.00729
0.00000	-0.00085
0.00000	-0.00181
0.00000	-0.00600
0.00000	-0.00504
0.00000	-0.00359
0.00000	-0.00552
0.00000	-0.00665
0.00000	-0.00600
0.00000	-0.00681
0.00000	-0.00439
0.00000	-0.00359
0.00000	-0.00794
0.00000	-0.01083
0.00000	-0.00584
